uniprotswissprot	uniprotsptrembl	wormbase_gene
	O62303	WBGene00010768
	A0A0K3AU54	WBGene00010768
O45686		WBGene00010769
	G5EDL1	WBGene00010770
	G5EGD1	WBGene00010770
	G5EFR5	WBGene00010770
	G5ECP1	WBGene00010770
	G5EBU1	WBGene00010770
	Q7YTL5	WBGene00010771
	G5EEI9	WBGene00010772
	Q21428	WBGene00010773
	Q21429	WBGene00010774
	Q21427	WBGene00010775
	Q21430	WBGene00010776
	E3W735	WBGene00010776
	Q7JMU1	WBGene00010778
P34517		WBGene00010778
	A7LPE5	WBGene00010778
	A7LPE6	WBGene00010778
P34518		WBGene00010779
P34519		WBGene00010780
P34520		WBGene00010781
P34521		WBGene00010782
	Q7YWY8	WBGene00010783
	Q7YWY7	WBGene00010784
Q23670		WBGene00010785
	Q21438	WBGene00010786
	G5ED63	WBGene00010787
	G5EEA7	WBGene00010788
	O17951	WBGene00010789
Q17334		WBGene00010790
O45687		WBGene00010791
	Q7JKQ3	WBGene00010792
	O17954	WBGene00010793
	D3YT80	WBGene00010793
	G3MU72	WBGene00010793
O17953		WBGene00010794
P34530		WBGene00010795
P34531		WBGene00010796
	O17957	WBGene00010797
	O17958	WBGene00010798
	Q9XU76	WBGene00010799
	O17961	WBGene00010800
	O17962	WBGene00010801
	O17960	WBGene00010802
	O17963	WBGene00010803
	O45691	WBGene00010805
	O45692	WBGene00010806
	A5JYZ1	WBGene00010806
	A5JYZ2	WBGene00010806
	O45690	WBGene00010807
G5EC37		WBGene00010808
Q21452		WBGene00010809
	Q21453	WBGene00010810
	Q5CZ47	WBGene00010810
	Q21455	WBGene00010811
Q21454		WBGene00010812
	G5EED9	WBGene00010813
	Q7YXB7	WBGene00010814
	Q7YXB6	WBGene00010814
	Q7YWW8	WBGene00010815
	O62309	WBGene00010817
	Q9XUS1	WBGene00010819
	O62312	WBGene00010820
	O62313	WBGene00010821
	O62317	WBGene00010822
	O62307	WBGene00010823
	O62316	WBGene00010825
	Q93891	WBGene00010827
	Q93892	WBGene00010828
	A0A061AD30	WBGene00010828
	Q93893	WBGene00010829
	O17970	WBGene00010830
	B6VQ93	WBGene00010830
	O17969	WBGene00010831
	Q9XUS0	WBGene00010832
	Q93895	WBGene00010833
	Q93896	WBGene00010834
	G5EGM4	WBGene00010835
	Q93897	WBGene00010836
	Q7YWZ5	WBGene00010837
	Q21483	WBGene00010838
Q21489		WBGene00010839
	H2FLG4	WBGene00010840
	H2FLG5	WBGene00010840
P54813		WBGene00010842
	Q21485	WBGene00010843
	Q21486	WBGene00010844
G5EDG2		WBGene00010845
	Q21503	WBGene00010846
	Q21504	WBGene00010847
	Q7YTL7	WBGene00010848
	Q7YTL6	WBGene00010849
	D3KFV4	WBGene00010849
	D3KFV5	WBGene00010849
	H9G2Z2	WBGene00010849
	H9G2Z1	WBGene00010849
	A0A061AE17	WBGene00010849
	A0A061ACR9	WBGene00010849
	A0A061AJ97	WBGene00010849
	A0A061AKX8	WBGene00010849
	A0A061ACV2	WBGene00010849
	G5EDD0	WBGene00010850
	G5EFX4	WBGene00010850
	M1Z848	WBGene00010850
	M1ZJT3	WBGene00010850
	G1K104	WBGene00010851
	G1K101	WBGene00010851
	P91906	WBGene00010854
	Q7YWX8	WBGene00010855
	A5JYY7	WBGene00010856
	A5JYY8	WBGene00010856
	P90931	WBGene00010857
	P90933	WBGene00010858
	B3WFY7	WBGene00010858
	P90934	WBGene00010859
	Q21509	WBGene00010862
	Q21510	WBGene00010863
	Q21511	WBGene00010864
	Q21512	WBGene00010865
	Q7YWX1	WBGene00010866
	P92004	WBGene00010867
	Q9XVK9	WBGene00010867
	B2D6P5	WBGene00010867
	E1B6V0	WBGene00010867
	N1NV21	WBGene00010867
	G5EBR5	WBGene00010868
	Q8I4H1	WBGene00010868
	Q21514	WBGene00010869
	Q21516	WBGene00010870
	A0A0K3AQQ6	WBGene00010871
	A0A0K3AU93	WBGene00010871
	A0A0K3AWM1	WBGene00010871
	Q21515	WBGene00010872
	Q21517	WBGene00010873
	Q21521	WBGene00010874
	G5ECL1	WBGene00010875
	Q21522	WBGene00010876
	Q21523	WBGene00010877
	Q21524	WBGene00010878
	B7WN91	WBGene00010878
	Q21525	WBGene00010879
	Q7YWZ4	WBGene00010880
	E3W730	WBGene00010880
	Q7YWZ3	WBGene00010881
		WBGene00010881
	G5EBK4	WBGene00010882
	Q21590	WBGene00010883
	Q21589	WBGene00010884
	O17974	WBGene00010885
	Q21588	WBGene00010886
	Q21596	WBGene00010887
Q21557		WBGene00010888
	Q21555	WBGene00010889
Q21554		WBGene00010890
	Q21558	WBGene00010891
	A0A061ACL6	WBGene00010891
	G5EFD8	WBGene00010892
	Q21573	WBGene00010893
	Q21572	WBGene00010894
	Q21567	WBGene00010895
Q21568		WBGene00010896
	Q21569	WBGene00010897
O17972		WBGene00010898
	Q21574	WBGene00010899
	Q21571	WBGene00010900
	Q8I116	WBGene00010901
	G5EE59	WBGene00010902
	Q21603	WBGene00010904
	Q21601	WBGene00010905
	Q21600	WBGene00010906
	Q21602	WBGene00010907
	Q21605	WBGene00010908
	Q6A582	WBGene00010908
	K8FE02	WBGene00010908
	K8ERX1	WBGene00010908
	Q9U3A1	WBGene00010909
	Q09592	WBGene00010910
	Q0G840	WBGene00010911
	Q0G839	WBGene00010911
Q09580		WBGene00010912
	Q21530	WBGene00010913
Q21534		WBGene00010915
	Q7YTM0	WBGene00010916
	G1K0W5	WBGene00010916
	Q7YTL9	WBGene00010917
	Q21538	WBGene00010918
	A0A061AE94	WBGene00010918
	Q21539	WBGene00010919
	Q21536	WBGene00010920
	Q21541	WBGene00010922
O45962		WBGene00010923
	Q21544	WBGene00010924
	Q21545	WBGene00010925
	Q21546	WBGene00010926
	Q9XUC9	WBGene00010928
	Q9XUC8	WBGene00010929
	Q9U3A4	WBGene00010931
	H2L2I7	WBGene00010933
	Q9XUD2	WBGene00010934
	Q93906	WBGene00010935
	Q93902	WBGene00010936
	Q93900	WBGene00010937
	Q93904	WBGene00010938
	Q93905	WBGene00010939
	Q6BES2	WBGene00010940
	Q21549	WBGene00010941
Q21551		WBGene00010942
	Q21552	WBGene00010943
	Q21548	WBGene00010944
	D6R8W8	WBGene00010945
	Q8WQD9	WBGene00010946
	Q86NF6	WBGene00010947
	Q21563	WBGene00010948
	K8ESB4	WBGene00010948
	K8F7W9	WBGene00010948
	Q21564	WBGene00010949
	Q9NAN9	WBGene00010950
	Q9NAP2	WBGene00010951
	Q9NAP0	WBGene00010953
	Q7YTL4	WBGene00010954
	Q7YTL3	WBGene00010955
	Q7YTL2	WBGene00010956
P24885		WBGene00010957
		WBGene00010958
		WBGene00010959
P24888		WBGene00010960
P24889		WBGene00010961
P24891		WBGene00010962
P24892		WBGene00010963
P24893		WBGene00010964
P24894		WBGene00010965
P24895		WBGene00010966
P24896		WBGene00010967
	Q21619	WBGene00010968
	Q21616	WBGene00010969
	Q21618	WBGene00010970
	Q21620	WBGene00010971
	Q21622	WBGene00010972
	Q21621	WBGene00010973
Q21626		WBGene00010974
	Q21623	WBGene00010975
	Q21636	WBGene00010976
	Q21635	WBGene00010977
	Q21634	WBGene00010978
	Q21638	WBGene00010979
	D5MCS8	WBGene00010979
	D5MCS9	WBGene00010979
	K8ESD2	WBGene00010979
	O62323	WBGene00010980
	Q21655	WBGene00010981
	Q21656	WBGene00010982
Q21657		WBGene00010983
	Q8MP09	WBGene00010984
	Q5FC69	WBGene00010984
	Q21660	WBGene00010985
	G5EEU4	WBGene00010986
	O17977	WBGene00010987
	B7WNA3	WBGene00010987
Q09582		WBGene00010988
	Q09594	WBGene00010989
Q09413		WBGene00010990
Q09595		WBGene00010991
	A0A0K3AR32	WBGene00010991
	Q09598	WBGene00010992
	Q9XTY9	WBGene00010993
	Q9XTY8	WBGene00010994
	Q69YW8	WBGene00010995
	A0A1X7RBN4	WBGene00010995
	Q21671	WBGene00010996
	Q21672	WBGene00010998
	Q21673	WBGene00010999
	Q9XVV9	WBGene00011000
	Q21699	WBGene00011001
	Q21700	WBGene00011002
	Q21702	WBGene00011003
	Q21703	WBGene00011004
	Q21704	WBGene00011005
Q21706		WBGene00011006
	Q21708	WBGene00011008
	G5ED86	WBGene00011009
	Q21712	WBGene00011010
	Q21713	WBGene00011011
	Q21711	WBGene00011012
	G5EDU5	WBGene00011013
	Q21731	WBGene00011014
	Q21732	WBGene00011015
	Q21730	WBGene00011016
	Q8WQD7	WBGene00011017
	H2L2J0	WBGene00011018
	O45698	WBGene00011019
	O45701	WBGene00011020
O45700		WBGene00011021
	O45703	WBGene00011023
	O45704	WBGene00011024
	O45705	WBGene00011025
	Q9XVK8	WBGene00011026
	O45706	WBGene00011027
	J7RNM1	WBGene00011028
	J7S160	WBGene00011028
	J7SF94	WBGene00011028
	J7SA63	WBGene00011028
	J7SEZ9	WBGene00011028
	O45707	WBGene00011029
	O45708	WBGene00011030
	A0A1D3PCK8	WBGene00011030
	A0A1D3PDE4	WBGene00011030
	Q21736	WBGene00011032
	Q21737	WBGene00011033
Q21738		WBGene00011034
	Q21739	WBGene00011035
	Q21740	WBGene00011036
	Q95ZR2	WBGene00011037
	Q21763	WBGene00011038
	Q21764	WBGene00011039
	Q21765	WBGene00011040
	Q21766	WBGene00011041
	O62324	WBGene00011042
	O62325	WBGene00011043
	G5EDL4	WBGene00011044
	G5EDV8	WBGene00011044
O62327		WBGene00011045
	U4PB05	WBGene00011045
	Q7YTM1	WBGene00011046
	O62329	WBGene00011047
	O62331	WBGene00011049
	O62334	WBGene00011050
	U4PCM1	WBGene00011051
	U4PN22	WBGene00011051
	O17981	WBGene00011052
	A0A131MBN2	WBGene00011053
	A0A131MCQ1	WBGene00011053
	O17982	WBGene00011054
	O17983	WBGene00011055
	Q9U397	WBGene00011056
	O62336	WBGene00011058
	O62337	WBGene00011059
	G5ED85	WBGene00011060
Q21770		WBGene00011061
	Q21772	WBGene00011062
Q21771		WBGene00011063
Q21774		WBGene00011064
Q21775		WBGene00011065
	Q21777	WBGene00011066
	B1Q259	WBGene00011066
Q09600		WBGene00011067
Q09415		WBGene00011068
Q09602		WBGene00011069
Q09416		WBGene00011070
Q09417		WBGene00011071
Q09418		WBGene00011072
	Q21780	WBGene00011073
	Q21781	WBGene00011074
	Q21782	WBGene00011075
Q09606		WBGene00011076
Q09419		WBGene00011077
Q09420		WBGene00011078
Q09421		WBGene00011079
Q09609		WBGene00011081
	Q7YWU6	WBGene00011082
	G5EBF0	WBGene00011083
	Q21786	WBGene00011084
	G5EBX2	WBGene00011087
	G5EF98	WBGene00011087
	Q21794	WBGene00011088
	B5BM30	WBGene00011088
Q21795		WBGene00011089
	Q21796	WBGene00011090
	I2HA85	WBGene00011090
	Q21799	WBGene00011092
	Q21798	WBGene00011093
	A5JYU3	WBGene00011093
	Q21800	WBGene00011094
	Q21801	WBGene00011095
Q21802		WBGene00011096
	B2D6N1	WBGene00011096
	Q21803	WBGene00011097
	N1NTC6	WBGene00011097
	Q21804	WBGene00011098
	Q21805	WBGene00011099
	Q21806	WBGene00011100
	G5EBW9	WBGene00011101
	Q21810	WBGene00011102
	Q2L6U9	WBGene00011102
	Q21814	WBGene00011103
	Q21808	WBGene00011104
	D0VWM7	WBGene00011104
	Q21809	WBGene00011105
	Q21812	WBGene00011106
	Q1ZXU8	WBGene00011106
	Q21811	WBGene00011107
	Q21813	WBGene00011108
Q21827		WBGene00011109
Q21824		WBGene00011110
	Q21831	WBGene00011111
	Q21830	WBGene00011112
	Q21825	WBGene00011113
	Q21823	WBGene00011114
	Q21821	WBGene00011115
	Q21826	WBGene00011116
	Q21822	WBGene00011117
Q21828		WBGene00011119
	O62342	WBGene00011120
	Q7YWU4	WBGene00011121
	G5ECS9	WBGene00011122
	G5EFE6	WBGene00011122
	A0A061AL65	WBGene00011122
	Q93931	WBGene00011123
	B2MZC3	WBGene00011123
	Q93932	WBGene00011124
	P90944	WBGene00011127
	Q93934	WBGene00011128
	Q93935	WBGene00011129
	G5EFX5	WBGene00011130
	G5EGQ7	WBGene00011130
	Q8MYP7	WBGene00011131
	L8E709	WBGene00011131
	Q9U396	WBGene00011132
	Q9U395	WBGene00011133
	Q9U393	WBGene00011134
	Q9U392	WBGene00011135
	Q9U394	WBGene00011136
	L8E7Z4	WBGene00011136
	Q7YWU8	WBGene00011137
	Q9XVW5	WBGene00011139
	G5EFB6	WBGene00011140
	Q7YWW1	WBGene00011141
P30640		WBGene00011142
P30641		WBGene00011143
P30643		WBGene00011144
	B2MZB2	WBGene00011144
P30644		WBGene00011145
P30645		WBGene00011146
P30646		WBGene00011147
	O17991	WBGene00011150
	Q21852	WBGene00011152
	B5U8M1	WBGene00011152
	D4PH97	WBGene00011152
	Q21853	WBGene00011153
	Q21856	WBGene00011154
	O45712	WBGene00011155
	O45713	WBGene00011156
	Q21857	WBGene00011157
	Q21858	WBGene00011158
	Q21859	WBGene00011159
	Q21861	WBGene00011161
	Q21862	WBGene00011162
	Q21863	WBGene00011163
	Q21864	WBGene00011164
	Q21866	WBGene00011166
	G5EBF8	WBGene00011167
	Q21867	WBGene00011168
	Q21868	WBGene00011169
	Q9NAN7	WBGene00011170
	Q21876	WBGene00011171
	Q21877	WBGene00011172
	Q21872	WBGene00011173
Q21874		WBGene00011175
	Q21871	WBGene00011176
	Q9U391	WBGene00011177
	Q21880	WBGene00011179
	Q21881	WBGene00011180
Q21882		WBGene00011181
	Q21884	WBGene00011182
	Q7YTK4	WBGene00011183
	Q7YTK3	WBGene00011184
	Q9XVK0	WBGene00011185
	Q9XVJ9	WBGene00011186
	P92009	WBGene00011187
	Q9XVJ8	WBGene00011188
	P92010	WBGene00011189
	P92011	WBGene00011190
	Q9XVK4	WBGene00011191
	O17997	WBGene00011192
	P92012	WBGene00011193
	Q9XVJ7	WBGene00011194
	Q9U385	WBGene00011194
	Q9U386	WBGene00011194
C6KRN1		WBGene00011195
	G5EDK9	WBGene00011196
	N1NTG0	WBGene00011196
	Q7YWV5	WBGene00011197
	Q21899	WBGene00011198
	Q21901	WBGene00011200
P54137		WBGene00011201
	Q21903	WBGene00011202
	Q21904	WBGene00011203
	Q21905	WBGene00011205
	Q21907	WBGene00011206
	D5MCP7	WBGene00011206
	D5MCP8	WBGene00011206
	O17998	WBGene00011207
	O17999	WBGene00011208
	Q9XUR7	WBGene00011209
	Q9XUR8	WBGene00011211
	Q9U384	WBGene00011212
	Q8I4G7	WBGene00011213
	Q21910	WBGene00011214
	G5EC83	WBGene00011215
	G5EER2	WBGene00011215
P34547		WBGene00011216
P34549		WBGene00011217
	G3MTX4	WBGene00011217
P34550		WBGene00011218
P34551		WBGene00011219
	P90945	WBGene00011220
P34553		WBGene00011221
	Q21916	WBGene00011222
	Q21914	WBGene00011223
	Q21918	WBGene00011224
	Q19378	WBGene00011225
	O62347	WBGene00011226
	O62346	WBGene00011227
	O62345	WBGene00011228
	O62344	WBGene00011229
O45717		WBGene00011230
	O02285	WBGene00011231
	O02286	WBGene00011232
	Q7JKI1	WBGene00011232
	Q7JKI3	WBGene00011232
	Q7JKI2	WBGene00011232
	O45716	WBGene00011234
Q9XU75		WBGene00011235
	Q21923	WBGene00011236
Q21924		WBGene00011237
	Q21922	WBGene00011238
	Q21925	WBGene00011239
Q21920		WBGene00011240
	A0A061AJK8	WBGene00011240
	A0A061AL89	WBGene00011240
	Q7YWW5	WBGene00011241
	Q7JLF4	WBGene00011242
	Q21934	WBGene00011242
	L8E955	WBGene00011242
	L8EC35	WBGene00011242
	Q21935	WBGene00011243
	Q21932	WBGene00011244
	Q21931	WBGene00011245
	Q21933	WBGene00011246
Q21939		WBGene00011247
	Q21938	WBGene00011248
Q21950		WBGene00011249
	O45719	WBGene00011250
	H9G345	WBGene00011251
	H9G344	WBGene00011251
	H9G343	WBGene00011251
	O18002	WBGene00011252
	H2L2K3	WBGene00011252
	H2L2K2	WBGene00011252
	O62349	WBGene00011253
	O45720	WBGene00011254
	Q21967	WBGene00011255
	Q21972	WBGene00011257
Q21973		WBGene00011258
	Q21970	WBGene00011259
	G1K845	WBGene00011259
	A0A061AE46	WBGene00011259
G5ED05		WBGene00011260
	G5ECP0	WBGene00011261
	P90949	WBGene00011262
	P90951	WBGene00011263
	P90952	WBGene00011264
	P90946	WBGene00011265
	G1K0Z2	WBGene00011265
	Q7YWV7	WBGene00011266
	O18004	WBGene00011267
	O18005	WBGene00011268
	O18003	WBGene00011269
	A0A1C3NSN4	WBGene00011269
	A0A1C3NSJ0	WBGene00011269
	Q22015	WBGene00011270
	Q1NZ18	WBGene00011270
	Q1NZ17	WBGene00011270
	A5Z2T8	WBGene00011270
Q22017		WBGene00011271
	I2HAD4	WBGene00011271
	I2HAD5	WBGene00011271
Q22018		WBGene00011272
Q22021		WBGene00011273
	Q22020	WBGene00011274
Q22019		WBGene00011275
	Q22022	WBGene00011276
	Q8I112	WBGene00011276
	G5EFL8	WBGene00011277
	Q22029	WBGene00011278
	G5EEW7	WBGene00011279
	Q86G94	WBGene00011279
	M1ZJT7	WBGene00011279
P50444		WBGene00011280
Q22031		WBGene00011281
	O45722	WBGene00011282
	Q6BEV8	WBGene00011282
	Q22033	WBGene00011283
	Q22032	WBGene00011284
	Q22035	WBGene00011285
	Q22034	WBGene00011286
	Q8MPY8	WBGene00011287
	E1B6T1	WBGene00011287
	E1B6T2	WBGene00011287
	Q21887	WBGene00011288
	Q21888	WBGene00011289
	Q21889	WBGene00011290
Q21890		WBGene00011291
	C6KRK8	WBGene00011291
	C6KRK9	WBGene00011291
Q9U389		WBGene00011292
	Q21892	WBGene00011293
	Q9U388	WBGene00011295
	Q7YWV3	WBGene00011296
	Q6A4J7	WBGene00011297
P32740		WBGene00011298
P32742		WBGene00011299
P32743		WBGene00011300
	Q22003	WBGene00011302
Q22004		WBGene00011303
Q8I113		WBGene00011304
	Q22009	WBGene00011305
	Q22013	WBGene00011306
	G5EEV0	WBGene00011307
	Q95ZQ5	WBGene00011308
	Q7YTL0	WBGene00011309
	Q7YTK9	WBGene00011310
	Q22046	WBGene00011311
	Q58AA7	WBGene00011311
	Q22047	WBGene00011312
	Q22048	WBGene00011313
	Q7YWU0	WBGene00011314
G5EGQ5		WBGene00011315
	Q8MPY7	WBGene00011317
	Q22059	WBGene00011318
	Q22056	WBGene00011319
	Q22055	WBGene00011320
	Q22060	WBGene00011321
	Q22057	WBGene00011322
	Q22061	WBGene00011323
	E1B6U1	WBGene00011323
Q22058		WBGene00011324
	Q7YWW2	WBGene00011325
	F5GUD8	WBGene00011325
	G5EEP6	WBGene00011326
	H9G306	WBGene00011326
P90953		WBGene00011327
	Q7JL02	WBGene00011328
	P90956	WBGene00011328
	Q9XVJ5	WBGene00011329
	G5EDT4	WBGene00011330
	G5EEP7	WBGene00011330
	G5EF30	WBGene00011331
G5EG51		WBGene00011333
P49391		WBGene00011334
	Q7YWV0	WBGene00011335
Q7YWU9		WBGene00011336
	O45723	WBGene00011337
	G5EFY6	WBGene00011338
	O18008	WBGene00011339
	O18009	WBGene00011340
	O18011	WBGene00011341
	O18012	WBGene00011342
P34692		WBGene00011344
	Q22075	WBGene00011345
	Q22088	WBGene00011348
	Q22089	WBGene00011349
	Q22090	WBGene00011350
	Q22091	WBGene00011351
Q21734		WBGene00011352
	G5EE78	WBGene00011352
	Q93968	WBGene00011353
	Q22079	WBGene00011354
	Q22080	WBGene00011355
	Q22081	WBGene00011356
	Q22083	WBGene00011358
	Q22085	WBGene00011359
	Q22084	WBGene00011360
	G5EFC7	WBGene00011361
	O01302	WBGene00011362
	P92014	WBGene00011363
	P92016	WBGene00011364
Q03605		WBGene00011365
	Q7YWU1	WBGene00011366
	Q22092	WBGene00011367
	Q22093	WBGene00011368
	O45728	WBGene00011371
	A0A0K3AXD3	WBGene00011372
	A0A0K3AS23	WBGene00011372
	A0A0K3AUF0	WBGene00011372
	O45726	WBGene00011373
	G5ECA7	WBGene00011374
	O02293	WBGene00011375
	Q4JFB7	WBGene00011376
	O02289	WBGene00011376
	B9WRT8	WBGene00011376
	O02291	WBGene00011378
O45731		WBGene00011379
	G5EGG5	WBGene00011380
	G5EGI9	WBGene00011380
	O18014	WBGene00011381
	O45732	WBGene00011382
	Q9U382	WBGene00011383
	O62356	WBGene00011384
	I2HAL9	WBGene00011385
	I2HAM0	WBGene00011385
	I2HAL8	WBGene00011385
	O62357	WBGene00011386
	O62354	WBGene00011387
	O62358	WBGene00011388
	E1B6V7	WBGene00011388
	E1B6V8	WBGene00011388
	E1B6V9	WBGene00011388
	O62359	WBGene00011389
	O62353	WBGene00011390
	Q9XTY5	WBGene00011391
	Q9XTY3	WBGene00011392
	Q9XTY7	WBGene00011393
	B5BM47	WBGene00011393
	Q9XTY0	WBGene00011394
	Q9XU11	WBGene00011396
	O45740	WBGene00011397
	Q9XVJ3	WBGene00011398
Q9XVJ2		WBGene00011399
	O45741	WBGene00011400
	Q8WQD3	WBGene00011401
	Q22117	WBGene00011402
	Q22118	WBGene00011403
	Q9XVU9	WBGene00011404
	Q8I4G3	WBGene00011404
	Q22134	WBGene00011407
	Q22135	WBGene00011408
	Q22137	WBGene00011409
	Q86G92	WBGene00011409
	Q22144	WBGene00011410
	Q22139	WBGene00011411
	Q22140	WBGene00011412
	Q22142	WBGene00011414
	Q22145	WBGene00011415
	G5EG50	WBGene00011416
	G5ECB5	WBGene00011417
O18016		WBGene00011418
	G5EG50	WBGene00011419
	G5ECB5	WBGene00011420
	Q22147	WBGene00011422
	Q1NZ27	WBGene00011422
	G5EF58	WBGene00011423
	D3KFT5	WBGene00011424
	Q86GC1	WBGene00011425
	Q22154	WBGene00011426
	A9UJP5	WBGene00011427
	O45745	WBGene00011428
	Q7YWW4	WBGene00011429
	Q7YWW3	WBGene00011430
	O18697	WBGene00011431
	O02297	WBGene00011432
O18696		WBGene00011433
	B5BM35	WBGene00011433
	O02299	WBGene00011434
	Q95ZQ2	WBGene00011435
	G5EE32	WBGene00011436
	G5EGD0	WBGene00011436
	Q22157	WBGene00011437
	Q22158	WBGene00011438
	Q22159	WBGene00011439
	Q22161	WBGene00011440
	Q22162	WBGene00011441
	Q22163	WBGene00011442
	Q22164	WBGene00011443
	Q22167	WBGene00011444
	Q22166	WBGene00011445
	A6ZJ59	WBGene00011445
	Q22168	WBGene00011446
	A8WHM5	WBGene00011446
	Q7YWV2	WBGene00011447
	Q22174	WBGene00011449
	Q22176	WBGene00011450
	Q22178	WBGene00011451
Q22180		WBGene00011452
Q22181		WBGene00011453
	Q22187	WBGene00011454
	H2L281	WBGene00011454
	Q22189	WBGene00011456
	Q2XN03	WBGene00011456
	Q22200	WBGene00011458
	Q22192	WBGene00011460
	P90958	WBGene00011462
	A0A0K3AST9	WBGene00011462
	A0A0K3AWG2	WBGene00011462
	P90960	WBGene00011463
	Q22215	WBGene00011464
	Q22214	WBGene00011465
	A0A2C9C2R3	WBGene00011465
	A0A2C9C2X5	WBGene00011465
	A0A2C9C344	WBGene00011465
	Q22223	WBGene00011466
Q22230		WBGene00011467
	Q22225	WBGene00011468
	Q22226	WBGene00011469
	Q22229	WBGene00011471
	Q22231	WBGene00011472
	A0A2C9C345	WBGene00011473
	A0A2C9C3B6	WBGene00011473
P54216		WBGene00011474
	O45748	WBGene00011475
	O45749	WBGene00011476
	O45751	WBGene00011478
	Q22234	WBGene00011479
	B3GWC2	WBGene00011479
Q22235		WBGene00011480
P49049		WBGene00011481
P49048		WBGene00011482
	Q22237	WBGene00011484
	O45752	WBGene00011485
	Q9XUR6	WBGene00011486
	O45754	WBGene00011487
	A5JYX7	WBGene00011487
	O18033	WBGene00011488
	A5JYX8	WBGene00011488
	Q9XUR4	WBGene00011489
	O18036	WBGene00011490
	O18034	WBGene00011491
	O18032	WBGene00011492
	Q9XUR1	WBGene00011493
	Q9XUR3	WBGene00011494
	Q9XUQ9	WBGene00011495
	Q8I4G2	WBGene00011497
P34554		WBGene00011498
	G1K0V7	WBGene00011498
P34557		WBGene00011499
P34558		WBGene00011500
	E5QCF6	WBGene00011500
	E5QCF7	WBGene00011500
	E5QCF8	WBGene00011500
P34560		WBGene00011501
P34561		WBGene00011502
P34562		WBGene00011503
	G5EGQ2	WBGene00011505
	G5EGG3	WBGene00011505
	Q9XXK0	WBGene00011506
	Q22240	WBGene00011507
Q09347		WBGene00011508
Q09348		WBGene00011509
	B7WN71	WBGene00011509
P52899		WBGene00011510
	Q8I111	WBGene00011510
Q10003		WBGene00011511
Q10004		WBGene00011512
	O18043	WBGene00011513
	K8ERN7	WBGene00011515
	K8FDX6	WBGene00011515
	O18038	WBGene00011516
O18037		WBGene00011517
	O18046	WBGene00011518
	O18047	WBGene00011519
O18048		WBGene00011520
	L8E924	WBGene00011520
	O18039	WBGene00011521
	G5ECB4	WBGene00011522
	G5ECB3	WBGene00011522
	G5EDB1	WBGene00011522
	Q22249	WBGene00011523
	Q22250	WBGene00011524
	Q22251	WBGene00011526
P53703		WBGene00011527
	Q22252	WBGene00011528
	Q22254	WBGene00011529
	G5ECK5	WBGene00011530
	Q9U379	WBGene00011531
	Q9U380	WBGene00011532
	Q22259	WBGene00011533
	Q22261	WBGene00011534
	Q22262	WBGene00011535
	Q22263	WBGene00011536
	Q22264	WBGene00011537
	O45757	WBGene00011538
	O62361	WBGene00011539
	O45764	WBGene00011540
	O62362	WBGene00011541
	G5EEP4	WBGene00011542
Q22267		WBGene00011543
	I2HA82	WBGene00011543
	Q22266	WBGene00011544
	O18051	WBGene00011545
	Q69Z10	WBGene00011545
	O62366	WBGene00011546
	O62369	WBGene00011547
	O18052	WBGene00011548
	A5Z2W4	WBGene00011548
	Q7YWV1	WBGene00011551
	Q22272	WBGene00011552
	Q7YTK6	WBGene00011553
Q10044		WBGene00011554
Q10046		WBGene00011556
	Q7YWV8	WBGene00011557
	Q6BEV3	WBGene00011558
G5EDZ2		WBGene00011559
	Q22290	WBGene00011560
	Q9U376	WBGene00011560
Q22288		WBGene00011561
	G5EBL8	WBGene00011562
	Q14V35	WBGene00011563
Q22295		WBGene00011564
	A0A0K3AYM2	WBGene00011564
	A0A0K3ATD5	WBGene00011564
	Q22298	WBGene00011565
	Q22296	WBGene00011566
	B2MZB5	WBGene00011566
	Q22297	WBGene00011568
	Q22284	WBGene00011570
Q22285		WBGene00011571
	E3W738	WBGene00011572
	E3W739	WBGene00011572
	Q22279	WBGene00011573
	Q22278	WBGene00011574
	G5EGG9	WBGene00011575
	G5EF82	WBGene00011576
	Q7YWT7	WBGene00011577
	G5EFT1	WBGene00011578
Q22306		WBGene00011579
	Q22308	WBGene00011580
	O18056	WBGene00011580
	O62372	WBGene00011580
	B7WN80	WBGene00011580
	B7WN81	WBGene00011580
	O45765	WBGene00011581
O02300		WBGene00011582
	O02303	WBGene00011583
	G5ED09	WBGene00011584
	Q86G91	WBGene00011586
	Q22317	WBGene00011587
	Q1HB04	WBGene00011587
	Q22318	WBGene00011589
	Q22316	WBGene00011590
	Q22319	WBGene00011591
	Q9XVU6	WBGene00011592
	O18061	WBGene00011593
	O18062	WBGene00011594
	G8JZM6	WBGene00011595
	O18057	WBGene00011596
	B3GWD8	WBGene00011596
	A0A061ACV1	WBGene00011596
	O18064	WBGene00011597
	B2MZC6	WBGene00011597
	I2HAK0	WBGene00011597
	J3JZZ7	WBGene00011597
	O18067	WBGene00011600
	O18065	WBGene00011601
	A0A061AJC4	WBGene00011601
	G5EBK0	WBGene00011604
	G5EEQ8	WBGene00011605
	A4F319	WBGene00011606
	A4F321	WBGene00011609
	A4F322	WBGene00011610
	A4F323	WBGene00011611
	A4F324	WBGene00011612
	A4F325	WBGene00011613
	G5EEG1	WBGene00011614
	Q22343	WBGene00011615
	Q22344	WBGene00011616
	Q9XU51	WBGene00011618
	Q9XU54	WBGene00011620
